Code Domaine,Domaine,Code Pays,Pays,Code Élément,Élément,Code Produit,Produit,Code Année,Année,Unité,Valeur,Symbole,Description du Symbole
"FBS","Bilans Alimentaires","5000","Monde","5521","Aliments pour animaux","2517","Millet","2013","2013","Milliers de tonnes","3311","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"FBS","Bilans Alimentaires","5000","Monde","5527","Semences","2517","Millet","2013","2013","Milliers de tonnes","684","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"FBS","Bilans Alimentaires","5000","Monde","5123","Pertes","2517","Millet","2013","2013","Milliers de tonnes","2277","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"FBS","Bilans Alimentaires","5000","Monde","5131","Traitement","2517","Millet","2013","2013","Milliers de tonnes","402","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"FBS","Bilans Alimentaires","5000","Monde","5154","Autres Utilisations","2517","Millet","2013","2013","Milliers de tonnes","196","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"FBS","Bilans Alimentaires","5000","Monde","5142","Nourriture","2517","Millet","2013","2013","Milliers de tonnes","23044","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"FBS","Bilans Alimentaires","5000","Monde","645","Disponibilité alimentaire en quantité (kg/personne/an)","2517","Millet","2013","2013","kg","3.29","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","5000","Monde","664","Disponibilité alimentaire (Kcal/personne/jour)","2517","Millet","2013","2013","Kcal/personne/jour","27","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","5000","Monde","674","Disponibilité de protéines en quantité (g/personne/jour)","2517","Millet","2013","2013","g/personne/jour","0.71","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","5000","Monde","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2517","Millet","2013","2013","g/personne/jour","0.28","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","5000","Monde","5511","Production","2518","Sorgho","2013","2013","Milliers de tonnes","62118","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"FBS","Bilans Alimentaires","5000","Monde","5611","Importations - Quantité","2518","Sorgho","2013","2013","Milliers de tonnes","6425","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"FBS","Bilans Alimentaires","5000","Monde","5072","Variation de stock","2518","Sorgho","2013","2013","Milliers de tonnes","-3913","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"FBS","Bilans Alimentaires","5000","Monde","5911","Exportations - Quantité","2518","Sorgho","2013","2013","Milliers de tonnes","6391","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"FBS","Bilans Alimentaires","5000","Monde","5301","Disponibilité intérieure","2518","Sorgho","2013","2013","Milliers de tonnes","58238","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"FBS","Bilans Alimentaires","5000","Monde","5521","Aliments pour animaux","2518","Sorgho","2013","2013","Milliers de tonnes","24808","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"FBS","Bilans Alimentaires","5000","Monde","5527","Semences","2518","Sorgho","2013","2013","Milliers de tonnes","791","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"FBS","Bilans Alimentaires","5000","Monde","5123","Pertes","2518","Sorgho","2013","2013","Milliers de tonnes","2744","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"FBS","Bilans Alimentaires","5000","Monde","5131","Traitement","2518","Sorgho","2013","2013","Milliers de tonnes","3694","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"FBS","Bilans Alimentaires","5000","Monde","5154","Autres Utilisations","2518","Sorgho","2013","2013","Milliers de tonnes","2049","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"FBS","Bilans Alimentaires","5000","Monde","5142","Nourriture","2518","Sorgho","2013","2013","Milliers de tonnes","24151","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"FBS","Bilans Alimentaires","5000","Monde","645","Disponibilité alimentaire en quantité (kg/personne/an)","2518","Sorgho","2013","2013","kg","3.45","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","5000","Monde","664","Disponibilité alimentaire (Kcal/personne/jour)","2518","Sorgho","2013","2013","Kcal/personne/jour","28","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","5000","Monde","674","Disponibilité de protéines en quantité (g/personne/jour)","2518","Sorgho","2013","2013","g/personne/jour","0.84","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","5000","Monde","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2518","Sorgho","2013","2013","g/personne/jour","0.28","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","5000","Monde","5511","Production","2520","Céréales, Autres","2013","2013","Milliers de tonnes","28415","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"FBS","Bilans Alimentaires","5000","Monde","5611","Importations - Quantité","2520","Céréales, Autres","2013","2013","Milliers de tonnes","2885","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"FBS","Bilans Alimentaires","5000","Monde","5072","Variation de stock","2520","Céréales, Autres","2013","2013","Milliers de tonnes","-1267","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"FBS","Bilans Alimentaires","5000","Monde","5911","Exportations - Quantité","2520","Céréales, Autres","2013","2013","Milliers de tonnes","2544","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"FBS","Bilans Alimentaires","5000","Monde","5301","Disponibilité intérieure","2520","Céréales, Autres","2013","2013","Milliers de tonnes","27489","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"FBS","Bilans Alimentaires","5000","Monde","5521","Aliments pour animaux","2520","Céréales, Autres","2013","2013","Milliers de tonnes","19043","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"FBS","Bilans Alimentaires","5000","Monde","5527","Semences","2520","Céréales, Autres","2013","2013","Milliers de tonnes","1205","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"FBS","Bilans Alimentaires","5000","Monde","5123","Pertes","2520","Céréales, Autres","2013","2013","Milliers de tonnes","785","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"FBS","Bilans Alimentaires","5000","Monde","5131","Traitement","2520","Céréales, Autres","2013","2013","Milliers de tonnes","160","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"FBS","Bilans Alimentaires","5000","Monde","5154","Autres Utilisations","2520","Céréales, Autres","2013","2013","Milliers de tonnes","1387","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"FBS","Bilans Alimentaires","5000","Monde","5142","Nourriture","2520","Céréales, Autres","2013","2013","Milliers de tonnes","5326","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"FBS","Bilans Alimentaires","5000","Monde","645","Disponibilité alimentaire en quantité (kg/personne/an)","2520","Céréales, Autres","2013","2013","kg","0.76","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","5000","Monde","664","Disponibilité alimentaire (Kcal/personne/jour)","2520","Céréales, Autres","2013","2013","Kcal/personne/jour","6","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","5000","Monde","674","Disponibilité de protéines en quantité (g/personne/jour)","2520","Céréales, Autres","2013","2013","g/personne/jour","0.18","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","5000","Monde","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2520","Céréales, Autres","2013","2013","g/personne/jour","0.02","Fc","Donnée calculée"
